Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
14.10.04,10:00:00,-200.0,9.1,-200,20.4,42.2,,
22.06.04,3:00:00,0.2,1.4,-200,21.0,47.5,,
17.01.05,17:00:00,4.0,21.2,193,11.4,28.7,,
04.10.04,19:00:00,-200.0,44.7,-200,24.3,49.6,,
15.03.05,4:00:00,0.5,1.1,58,11.6,61.0,,
20.04.04,14:00:00,-200.0,10.3,-200,21.9,37.2,180.4088122,210.87183480000002
17.12.04,10:00:00,5.0,-200.0,164,-200.0,-200.0,,
05.07.04,16:00:00,1.8,11.1,132,40.1,16.1,,
23.04.04,8:00:00,5.6,31.1,123,15.4,53.3,180.3127635,219.99194
02.12.04,19:00:00,9.4,43.9,171,15.4,73.0,,
06.12.04,9:00:00,4.9,26.4,131,13.4,74.4,,
12.12.04,16:00:00,4.3,18.4,178,17.2,34.2,,
18.10.04,2:00:00,-200.0,2.4,-200,14.8,64.7,,
08.10.04,19:00:00,3.1,21.1,101,25.2,49.5,,
09.05.04,20:00:00,-200.0,10.2,-200,15.6,51.6,110.3957534,67.59576645
17.11.04,22:00:00,2.6,9.2,198,10.5,61.1,,
17.12.04,16:00:00,3.2,-200.0,150,-200.0,-200.0,,
07.07.04,17:00:00,3.3,21.5,177,39.2,14.5,,
10.01.05,9:00:00,3.5,21.4,146,13.1,70.2,,
01.10.04,11:00:00,3.4,19.9,137,23.8,54.7,,
09.02.05,6:00:00,0.6,-200.0,100,-200.0,-200.0,,
26.03.04,20:00:00,2.6,10.6,93,10.0,51.1,73.93768307,114.24609209999998
21.04.04,17:00:00,-200.0,19.8,-200,25.8,24.1,172.9527622,214.86435409999999
15.04.04,23:00:00,2.2,7.3,106,13.9,64.0,155.1840591,141.7901611
19.09.04,5:00:00,0.5,2.3,35,19.3,57.0,,
17.05.04,4:00:00,-200.0,1.4,40,16.3,34.1,118.7128206,64.64652927
11.11.04,7:00:00,1.5,8.1,117,8.9,75.6,,
17.03.05,9:00:00,5.6,26.1,189,13.2,51.0,,
19.12.04,12:00:00,2.6,9.6,132,6.0,47.6,,
31.07.04,16:00:00,1.1,6.9,77,40.4,19.8,,
27.02.05,21:00:00,1.5,3.1,155,4.6,46.8,,
15.02.05,9:00:00,2.1,8.0,220,6.5,39.5,,
08.09.04,1:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
21.10.04,15:00:00,2.9,16.7,101,26.9,50.0,,
05.02.05,4:00:00,2.0,7.0,164,1.5,66.2,,
28.10.04,22:00:00,1.0,4.8,63,20.4,60.4,,
14.02.05,10:00:00,1.7,11.6,168,11.5,39.6,,
12.04.04,7:00:00,0.5,0.9,53,13.5,50.1,127.3871019,166.8668906
08.01.05,16:00:00,4.3,18.9,194,13.3,59.0,,
11.03.05,7:00:00,0.2,4.5,117,3.8,59.7,,
24.07.04,9:00:00,1.9,9.9,90,28.0,46.9,,
13.10.04,16:00:00,-200.0,8.3,-200,15.3,58.7,,
29.11.04,5:00:00,1.3,4.9,67,8.8,83.7,,
03.10.04,23:00:00,-200.0,7.8,-200,20.5,64.9,,
12.09.04,0:00:00,-200.0,12.1,-200,24.1,48.8,,
29.09.04,17:00:00,4.0,21.6,188,27.2,26.3,,
06.01.05,16:00:00,2.0,7.9,122,16.2,53.0,,
27.08.04,17:00:00,1.9,-200.0,109,-200.0,-200.0,,
24.07.04,1:00:00,1.9,12.1,83,27.0,42.8,,
12.02.05,0:00:00,4.2,14.2,211,5.8,64.3,,
04.04.05,8:00:00,5.0,22.4,174,13.5,48.9,,
15.07.04,0:00:00,2.1,12.1,116,24.0,34.9,,
18.09.04,5:00:00,0.5,2.3,42,20.2,46.7,,
19.03.04,12:00:00,2.8,14.0,127,15.5,50.1,41.02600566,52.36263839
11.05.04,17:00:00,3.5,21.1,125,26.3,27.5,118.38923090000002,68.84955265
06.03.05,6:00:00,0.5,0.6,32,5.8,59.4,,
20.06.04,17:00:00,1.4,-200.0,86,-200.0,-200.0,,
12.02.05,2:00:00,3.6,9.7,216,5.0,66.6,,
20.05.04,23:00:00,2.1,12.3,117,20.2,42.8,111.33282659999998,60.038192200000005
28.01.05,9:00:00,2.2,8.2,206,4.1,49.8,,
15.04.04,4:00:00,-200.0,1.3,-200,10.5,61.3,136.74344680000002,170.37186459999998
24.10.04,20:00:00,3.4,15.6,99,21.8,63.0,,
08.02.05,17:00:00,1.8,-200.0,172,-200.0,-200.0,,
23.10.04,16:00:00,3.0,16.0,115,27.2,43.0,,
15.09.04,13:00:00,-200.0,17.2,-200,24.1,65.5,,
29.11.04,9:00:00,5.9,29.5,139,11.3,75.3,,
27.09.04,5:00:00,0.9,5.6,71,14.1,61.7,,
05.02.05,1:00:00,1.5,5.1,167,4.9,52.0,,
07.07.04,13:00:00,2.2,15.1,142,42.6,9.6,,
25.07.04,5:00:00,0.3,1.3,17,22.5,69.1,,
14.06.04,13:00:00,1.3,5.5,68,25.4,39.2,,
29.05.04,3:00:00,0.3,3.4,-200,17.9,50.8,,
14.06.04,11:00:00,1.2,5.5,73,23.9,42.1,,
06.02.05,9:00:00,0.8,2.0,115,0.3,53.7,,
03.09.04,12:00:00,-200.0,13.4,-200,36.4,23.6,,
11.10.04,5:00:00,0.6,3.4,44,18.2,76.9,,
13.05.04,8:00:00,3.6,17.9,136,16.0,59.3,128.2676301,66.4268043
11.04.04,13:00:00,1.1,4.0,70,22.3,22.4,159.75014230000002,155.0900925
15.03.04,10:00:00,5.8,26.6,157,17.4,45.6,28.54018068,54.96537221
17.12.04,9:00:00,6.3,-200.0,151,-200.0,-200.0,,
26.06.04,5:00:00,0.4,2.3,58,19.5,42.4,,
06.03.05,12:00:00,1.0,2.3,97,12.3,29.9,,
02.03.05,15:00:00,1.3,6.3,143,10.1,16.7,,
20.03.05,2:00:00,1.5,4.3,131,13.4,64.8,,
14.08.04,19:00:00,1.2,6.6,73,32.0,38.2,,
28.11.04,4:00:00,1.0,3.1,55,10.3,74.9,,
13.12.04,4:00:00,-200.0,2.1,66,6.3,64.6,,
10.04.04,4:00:00,0.8,3.3,52,10.8,70.3,137.1669947,151.3969875
18.08.04,8:00:00,-200.0,11.2,-200,27.3,36.8,,
13.11.04,18:00:00,1.9,7.5,116,18.3,51.6,,
13.03.04,13:00:00,2.8,12.3,124,19.4,31.3,48.02569245,50.49689897
16.01.05,5:00:00,1.4,4.2,120,4.5,62.7,,
16.01.05,13:00:00,1.0,3.0,98,11.9,30.8,,
17.10.04,12:00:00,-200.0,6.8,-200,21.6,39.9,,
06.06.04,2:00:00,1.1,6.6,58,17.5,79.1,,
02.04.05,19:00:00,1.2,3.5,124,15.5,33.9,,
28.03.05,5:00:00,0.6,1.9,63,13.8,79.0,,
22.07.04,18:00:00,3.6,22.0,187,40.6,18.2,,
24.03.05,14:00:00,3.0,14.1,161,20.9,43.4,,
01.12.04,21:00:00,2.1,7.2,111,11.3,79.9,,
15.11.04,15:00:00,1.7,6.7,114,13.6,32.1,,
24.12.04,19:00:00,6.4,-200.0,168,-200.0,-200.0,,
30.08.04,18:00:00,-200.0,14.1,-200,32.3,30.2,,
16.10.04,15:00:00,-200.0,5.5,-200,21.6,35.9,,
09.09.04,3:00:00,0.3,2.3,-200,23.0,33.0,,
27.05.04,0:00:00,-200.0,9.5,-200,19.9,36.3,,
02.07.04,14:00:00,1.7,11.0,117,38.8,20.7,,
24.11.04,4:00:00,1.4,5.4,81,10.6,78.8,,
04.01.05,19:00:00,3.6,-200.0,174,-200.0,-200.0,,
15.07.04,12:00:00,2.0,12.1,130,33.4,24.7,,
10.05.04,10:00:00,2.5,13.4,107,20.0,45.0,116.12551429999999,66.22879009
18.03.05,4:00:00,0.9,2.8,103,8.2,65.9,,
29.06.04,14:00:00,2.1,12.3,130,37.2,25.5,,
24.09.04,23:00:00,1.2,3.8,22,15.5,50.9,,
05.11.04,16:00:00,5.0,29.8,144,24.7,43.6,,
21.02.05,7:00:00,1.2,5.5,123,4.2,80.9,,
16.05.04,20:00:00,2.4,10.6,118,23.7,39.4,121.5799188,61.54640207
10.07.04,22:00:00,1.4,8.0,97,23.4,43.2,,
15.03.05,0:00:00,1.5,5.2,140,12.2,65.0,,
12.06.04,1:00:00,0.9,6.6,68,23.5,32.7,,
05.04.04,7:00:00,-200.0,13.2,-200,13.4,62.5,149.71569590000001,149.6730986
22.07.04,1:00:00,1.6,9.6,70,26.9,46.1,,
28.08.04,10:00:00,1.8,9.1,102,29.9,30.5,,
06.08.04,9:00:00,2.9,16.3,97,24.5,66.2,,
27.08.04,16:00:00,1.6,-200.0,92,-200.0,-200.0,,
05.10.04,2:00:00,-200.0,2.5,-200,20.8,58.8,,
11.01.05,15:00:00,3.2,18.0,147,13.7,57.9,,
06.03.05,8:00:00,0.6,1.0,86,5.9,54.8,,
12.12.04,0:00:00,3.0,11.7,132,8.6,54.3,,
25.12.04,20:00:00,6.2,21.3,174,11.3,78.3,,
15.03.04,16:00:00,2.3,11.5,99,24.4,29.4,38.09978131,56.34804842
17.07.04,14:00:00,1.0,5.2,60,40.3,12.6,,
17.10.04,2:00:00,-200.0,3.8,-200,15.4,78.1,,
15.05.04,1:00:00,1.2,5.7,81,18.0,40.5,117.9484277,65.43209076
12.11.04,10:00:00,1.6,6.4,116,14.9,62.5,,
16.06.04,3:00:00,0.6,3.0,-200,20.8,58.4,,
18.07.04,19:00:00,0.6,6.1,58,33.9,20.3,,
15.08.04,15:00:00,0.4,2.4,24,36.8,16.9,,
01.03.05,15:00:00,0.9,2.7,107,3.3,31.5,,
21.05.04,13:00:00,2.0,13.2,98,31.7,21.7,110.7789629,62.71059255
20.01.05,13:00:00,2.6,12.6,150,14.4,28.9,,
16.09.04,17:00:00,3.3,17.7,124,23.8,46.1,,
05.07.04,11:00:00,2.2,12.3,147,34.1,19.1,,
14.12.04,2:00:00,1.9,8.2,97,6.9,76.1,,
14.12.04,12:00:00,4.4,21.7,206,12.9,54.1,,
04.06.04,20:00:00,2.9,13.1,-200,24.4,35.2,,
24.09.04,6:00:00,1.3,8.4,83,20.8,62.2,,
13.10.04,7:00:00,-200.0,5.8,-200,14.3,58.1,,
07.07.04,11:00:00,2.0,11.9,154,38.3,17.0,,
13.07.04,11:00:00,2.6,13.3,134,31.3,19.1,,
27.03.04,7:00:00,1.1,3.3,65,7.2,62.9,74.68099035,111.40965109999999
30.07.04,17:00:00,-200.0,13.0,127,38.2,21.8,,
09.02.05,8:00:00,1.7,-200.0,231,-200.0,-200.0,,
16.12.04,8:00:00,3.5,-200.0,123,-200.0,-200.0,,
01.03.05,7:00:00,0.5,1.0,84,-0.6,41.4,,
17.03.04,10:00:00,4.3,21.3,134,17.7,40.1,45.97405403,52.051794799999996
03.07.04,3:00:00,0.7,4.7,-200,21.8,46.6,,
04.11.04,19:00:00,5.8,33.0,124,22.2,63.7,,
08.07.04,1:00:00,0.9,7.2,79,28.4,32.5,,
07.06.04,11:00:00,2.5,14.1,120,31.6,24.1,,
21.11.04,12:00:00,1.5,10.1,186,10.9,33.8,,
17.04.04,3:00:00,-200.0,5.1,-200,12.4,82.4,176.50892199999998,220.13424229999998
11.03.05,11:00:00,3.0,-200.0,235,-200.0,-200.0,,
17.03.04,15:00:00,2.0,10.4,104,26.8,18.7,48.71659942,59.35512669
02.03.05,14:00:00,1.9,9.0,161,9.7,18.6,,
19.04.04,7:00:00,-200.0,16.5,-200,15.4,64.2,185.9562158,217.911508
24.04.04,15:00:00,1.7,9.0,89,25.6,36.0,170.6890091,211.453506
02.10.04,8:00:00,-200.0,13.3,-200,21.1,62.8,,
03.09.04,21:00:00,2.6,13.1,-200,29.5,33.4,,
05.08.04,7:00:00,-200.0,14.5,-200,24.3,58.0,,
25.09.04,0:00:00,1.2,3.9,2,15.6,50.0,,
01.12.04,8:00:00,3.4,18.1,121,9.0,79.8,,
15.10.04,22:00:00,-200.0,6.8,-200,14.5,78.3,,
09.05.04,16:00:00,-200.0,4.8,-200,17.8,46.7,113.9597729,66.92663335
16.08.04,23:00:00,1.0,5.1,65,28.2,36.6,,
19.01.05,15:00:00,0.2,4.3,114,9.4,53.6,,
01.09.04,5:00:00,0.6,4.3,63,19.7,66.8,,
12.03.04,12:00:00,2.1,10.2,113,15.0,36.5,43.290980600000005,50.25515601
03.06.04,23:00:00,-200.0,7.8,-200,21.0,48.1,,
22.02.05,14:00:00,3.0,12.9,238,6.5,71.0,,
27.08.04,23:00:00,1.2,-200.0,85,-200.0,-200.0,,
23.09.04,8:00:00,2.8,18.8,104,23.7,54.4,,
26.01.05,4:00:00,-200.0,0.2,20,3.3,52.8,,
28.03.04,21:00:00,1.1,3.3,81,12.3,46.8,81.90029583,112.80122620000002
12.09.04,9:00:00,-200.0,6.5,-200,24.8,48.2,,
24.10.04,6:00:00,1.2,7.5,47,17.3,78.4,,
05.09.04,17:00:00,0.9,3.4,-200,32.9,17.5,,
05.01.05,7:00:00,2.2,11.1,126,7.9,70.6,,
11.11.04,10:00:00,5.4,24.1,190,10.2,82.3,,
24.03.04,15:00:00,-200.0,6.7,91,11.3,63.9,82.481358,100.6748908
04.01.05,13:00:00,2.8,-200.0,165,-200.0,-200.0,,
26.05.04,14:00:00,1.6,11.8,112,32.3,13.3,,
04.04.05,10:00:00,3.1,13.5,190,21.9,29.3,,
06.11.04,6:00:00,0.6,3.7,45,14.9,72.3,,
06.12.04,22:00:00,1.7,7.3,87,16.6,58.5,,
11.08.04,1:00:00,1.2,6.6,49,27.2,59.1,,
25.08.04,5:00:00,0.7,4.4,50,23.3,55.5,,
25.08.04,0:00:00,1.5,6.8,84,26.0,48.0,,
13.10.04,20:00:00,-200.0,7.2,-200,14.8,57.3,,
16.03.04,6:00:00,0.9,3.5,64,11.2,68.5,25.87872648,53.60804095
29.01.05,13:00:00,1.1,2.5,96,3.1,48.1,,
03.11.04,19:00:00,4.6,24.4,117,23.3,53.1,,
24.05.04,8:00:00,2.0,9.7,81,18.4,24.0,,
13.09.04,2:00:00,-200.0,3.8,-200,21.0,68.6,,
02.05.04,3:00:00,1.6,6.6,-200,14.8,67.6,60.72320415,166.17983080000002
16.09.04,14:00:00,1.7,9.8,102,22.9,47.9,,
28.09.04,11:00:00,3.4,19.4,181,24.5,29.8,,
26.01.05,11:00:00,0.1,3.2,134,4.5,48.4,,
03.02.05,13:00:00,2.7,13.8,241,12.2,34.3,,
06.08.04,15:00:00,1.9,10.7,110,34.1,33.3,,
29.04.04,21:00:00,2.9,16.3,112,18.2,58.8,181.5371472,202.7656023
09.11.04,1:00:00,-200.0,3.7,-200,7.2,62.2,,
02.04.04,21:00:00,3.0,14.1,146,18.5,43.0,84.03381173,119.0660305
20.07.04,3:00:00,-200.0,3.9,-200,25.2,41.5,,
10.12.04,5:00:00,0.3,0.5,27,12.0,37.3,,
05.11.04,1:00:00,1.8,9.2,62,18.4,68.5,,
25.12.04,8:00:00,2.0,8.6,122,9.1,69.6,,
03.01.05,1:00:00,3.4,-200.0,158,-200.0,-200.0,,
27.09.04,9:00:00,1.8,8.2,94,19.7,40.2,,
12.04.04,16:00:00,1.4,3.1,82,9.9,70.5,140.8019365,141.0732531
30.03.05,1:00:00,0.9,3.4,80,13.0,70.2,,
02.11.04,9:00:00,4.4,25.2,112,20.8,57.9,,
12.12.04,14:00:00,3.4,12.7,169,16.0,35.8,,
03.04.04,0:00:00,1.6,9.0,106,17.1,51.8,78.72621729,117.8370243
25.08.04,11:00:00,2.0,9.3,95,31.2,41.9,,
26.08.04,2:00:00,0.6,2.8,35,24.1,44.0,,
09.01.05,2:00:00,1.3,5.6,118,13.2,64.2,,
17.04.04,7:00:00,-200.0,8.1,-200,12.5,79.6,171.23401850000002,202.47133780000001
20.09.04,6:00:00,0.9,4.7,60,19.4,63.5,,
26.07.04,6:00:00,-200.0,6.8,102,25.4,48.5,,
04.09.04,22:00:00,1.6,8.0,-200,29.7,25.4,,
18.03.04,9:00:00,6.6,35.8,151,14.3,50.6,23.42845604,60.70016715
08.07.04,22:00:00,2.6,15.8,128,30.5,29.7,,
23.07.04,19:00:00,2.8,19.1,131,35.8,24.1,,
12.05.04,14:00:00,3.1,14.7,126,17.4,67.0,119.37829579999999,69.29100529
13.03.04,23:00:00,2.6,10.9,130,14.7,49.3,39.58492117,57.06300284
13.06.04,16:00:00,0.8,2.6,56,22.0,41.7,,
28.01.05,19:00:00,3.0,-200.0,198,-200.0,-200.0,,
28.12.04,9:00:00,-200.0,23.4,-200,9.1,77.1,,
28.06.04,22:00:00,1.8,11.7,99,28.6,36.8,,
06.01.05,9:00:00,1.5,6.2,117,11.1,70.2,,
14.09.04,4:00:00,-200.0,4.6,-200,19.9,65.5,,
06.02.05,19:00:00,1.6,4.5,165,6.0,38.0,,
25.09.04,7:00:00,0.6,2.1,9,15.4,52.7,,
14.03.04,0:00:00,2.9,11.0,129,13.9,53.6,46.00795806,60.81031731
17.04.04,10:00:00,-200.0,9.2,-200,14.6,74.9,189.89394,201.5675662
15.11.04,9:00:00,2.4,8.6,162,11.1,38.1,,
16.05.04,9:00:00,1.6,8.2,89,19.2,35.4,114.45286370000001,65.63697881
30.09.04,20:00:00,4.4,20.0,142,22.6,59.5,,
12.03.04,21:00:00,4.4,20.1,149,12.1,53.3,20.49277786,53.42184626
08.05.04,10:00:00,-200.0,6.9,-200,14.7,63.1,130.1234418,60.90235492
28.02.05,10:00:00,1.0,2.3,115,3.3,45.2,,
11.12.04,2:00:00,1.1,3.8,103,11.9,32.4,,
29.09.04,9:00:00,5.2,28.6,170,19.0,47.8,,
11.03.05,20:00:00,3.8,22.8,231,12.9,48.8,,
04.10.04,10:00:00,-200.0,21.0,-200,22.9,52.6,,
03.04.04,13:00:00,-200.0,10.6,-200,23.8,30.5,88.74589328,105.3176854
25.01.05,15:00:00,0.2,3.6,107,4.5,51.0,,
30.07.04,2:00:00,-200.0,5.6,69,23.5,51.3,,
14.08.04,3:00:00,0.4,1.7,-200,25.0,56.0,,
16.04.04,21:00:00,3.4,12.5,117,13.5,79.4,129.763134,166.9171358
08.04.04,19:00:00,6.3,29.1,171,18.0,32.9,130.62573989999999,161.34512030000002
06.06.04,14:00:00,0.5,2.7,45,27.0,28.0,,
30.10.04,20:00:00,4.0,17.7,109,20.8,65.8,,
16.05.04,0:00:00,2.3,10.5,95,18.1,40.9,115.8736885,65.39605253
22.02.05,8:00:00,3.8,16.7,295,4.1,82.7,,
26.07.04,16:00:00,-200.0,8.2,101,35.4,23.8,,
01.07.04,0:00:00,2.3,12.9,102,27.1,47.4,,
09.09.04,13:00:00,2.0,13.0,129,35.0,17.3,,
22.07.04,17:00:00,2.8,18.6,170,43.4,14.8,,
03.05.04,0:00:00,1.6,7.1,94,18.0,49.3,41.07839787,143.92930669999998
14.09.04,1:00:00,0.7,3.9,51,24.8,49.0,,
23.12.04,1:00:00,1.9,5.5,113,4.3,46.4,,
06.06.04,19:00:00,1.3,6.6,88,23.7,36.8,,
03.06.04,13:00:00,-200.0,12.1,-200,26.8,32.4,,
21.11.04,9:00:00,0.5,5.6,132,3.2,57.0,,
31.03.05,2:00:00,0.7,2.5,64,13.9,68.7,,
19.04.04,20:00:00,-200.0,6.7,-200,9.9,74.0,174.87694630000001,208.5780851
03.04.04,22:00:00,-200.0,14.3,-200,18.1,51.3,78.79568098,120.39280009999999
15.07.04,22:00:00,2.6,15.1,128,25.7,31.6,,
23.01.05,13:00:00,-200.0,9.2,191,7.9,41.6,,
03.12.04,13:00:00,3.1,15.7,139,16.8,70.3,,
08.12.04,20:00:00,3.5,14.0,127,14.6,72.1,,
02.01.05,16:00:00,2.8,10.5,167,13.4,43.1,,
14.04.04,3:00:00,0.4,1.9,-200,10.7,64.4,158.6421683,146.0454365
04.02.05,18:00:00,2.2,9.4,197,9.1,37.8,,
22.04.04,16:00:00,-200.0,19.1,-200,31.3,16.2,176.9206112,209.4942041
13.02.05,12:00:00,1.5,5.5,154,16.3,56.6,,
01.06.04,5:00:00,0.1,2.4,41,16.8,81.3,,
23.01.05,11:00:00,-200.0,7.3,178,5.8,43.4,,
14.07.04,12:00:00,1.9,12.6,106,35.1,15.0,,
21.03.04,22:00:00,1.9,8.0,105,17.0,51.7,42.27595628,59.0736764
27.07.04,10:00:00,-200.0,9.3,109,29.3,31.0,,
23.02.05,5:00:00,0.6,0.7,68,4.1,76.0,,
01.09.04,15:00:00,2.0,12.3,108,33.3,24.4,,
04.07.04,5:00:00,0.6,3.8,43,20.3,59.6,,
01.08.04,19:00:00,1.4,8.0,95,33.1,32.7,,
09.11.04,4:00:00,-200.0,1.4,-200,4.4,71.4,,
24.03.05,6:00:00,0.4,2.3,74,12.9,56.0,,
09.02.05,3:00:00,0.8,-200.0,-200,-200.0,-200.0,,
15.09.04,0:00:00,-200.0,4.2,-200,20.5,81.5,,
12.08.04,10:00:00,1.5,6.9,61,33.4,39.9,,
21.06.04,0:00:00,3.0,-200.0,99,-200.0,-200.0,,
28.05.04,1:00:00,-200.0,6.1,-200,17.8,44.9,,
09.11.04,7:00:00,-200.0,7.4,-200,3.7,76.2,,
30.10.04,19:00:00,4.9,25.3,116,21.2,67.4,,
20.08.04,16:00:00,-200.0,4.8,-200,36.8,30.5,,
19.03.05,12:00:00,2.2,8.9,164,15.8,51.3,,
28.11.04,20:00:00,4.5,16.5,127,10.4,74.6,,
04.02.05,6:00:00,0.7,3.9,122,1.8,74.5,,
14.09.04,10:00:00,-200.0,11.8,-200,29.0,45.5,,
02.06.04,8:00:00,-200.0,6.9,43,20.8,62.0,,
11.10.04,7:00:00,2.9,19.0,62,19.6,70.3,,
26.03.05,18:00:00,2.3,10.5,122,21.9,45.1,,
24.06.04,4:00:00,0.6,2.8,35,23.7,53.5,,
30.12.04,5:00:00,-200.0,1.1,-200,8.7,45.6,,
25.02.05,19:00:00,3.4,12.6,189,8.6,48.2,,
25.08.04,4:00:00,0.6,3.6,40,22.9,56.1,,
28.01.05,20:00:00,1.9,-200.0,155,-200.0,-200.0,,
28.03.05,9:00:00,1.3,4.9,101,16.4,67.3,,
12.06.04,9:00:00,1.9,13.1,92,24.0,36.6,,
17.03.04,5:00:00,0.5,1.6,40,11.8,58.0,33.31724676,52.3470406
14.01.05,20:00:00,5.8,25.7,188,8.3,75.0,,
22.06.04,4:00:00,0.2,1.2,40,19.8,50.3,,
07.10.04,14:00:00,-200.0,15.7,-200,26.9,41.8,,
25.05.04,9:00:00,2.1,15.3,91,19.2,20.0,,
17.01.05,21:00:00,3.0,13.4,172,6.0,53.3,,
03.04.04,3:00:00,0.9,3.8,-200,15.1,57.6,87.75662249999999,118.9673229
11.04.04,8:00:00,1.1,3.7,58,8.7,64.3,133.82859009999999,155.750402
26.05.04,19:00:00,-200.0,22.7,-200,26.7,19.5,,
27.12.04,9:00:00,2.3,10.0,138,12.5,63.2,,
03.04.04,11:00:00,-200.0,11.4,-200,20.7,41.7,83.1420887,104.59402390000001
23.10.04,10:00:00,2.8,15.7,92,21.6,61.4,,
04.07.04,7:00:00,0.6,4.2,42,23.0,54.6,,
19.07.04,19:00:00,-200.0,19.5,174,34.3,24.2,,
13.10.04,10:00:00,1.2,5.3,72,16.5,49.9,,
08.02.05,5:00:00,0.6,1.3,69,6.4,42.7,,
18.07.04,5:00:00,0.6,3.4,50,21.1,45.6,,
09.08.04,16:00:00,1.4,-200.0,76,-200.0,-200.0,,
27.02.05,2:00:00,3.3,5.3,145,4.6,64.4,,
02.03.05,23:00:00,1.4,5.0,153,5.0,39.6,,
10.04.04,7:00:00,1.7,8.2,72,11.0,71.0,146.9487304,167.72028280000004
07.10.04,15:00:00,-200.0,12.7,-200,27.2,40.7,,
02.06.04,4:00:00,-200.0,3.2,31,18.9,67.8,,
29.07.04,19:00:00,-200.0,13.9,122,32.0,24.9,,
18.12.04,4:00:00,1.0,4.2,86,11.8,76.3,,
19.08.04,5:00:00,0.5,2.4,12,27.5,53.0,,
29.08.04,23:00:00,-200.0,12.2,-200,25.1,51.5,,
03.08.04,14:00:00,-200.0,9.3,114,35.4,30.9,,
31.03.05,5:00:00,0.6,2.6,64,12.3,74.2,,
11.11.04,12:00:00,3.0,12.7,210,11.8,76.1,,
28.08.04,23:00:00,-200.0,9.3,-200,25.3,52.9,,
13.11.04,16:00:00,2.3,10.6,133,20.8,45.5,,
24.05.04,18:00:00,2.4,13.5,106,22.6,17.2,,
01.07.04,15:00:00,1.9,11.7,121,37.8,26.9,,
05.05.04,12:00:00,3.0,14.5,113,17.4,61.1,36.60206048,156.6009263
21.04.04,3:00:00,-200.0,3.0,-200,10.9,71.0,186.9089186,207.8426235
31.05.04,11:00:00,1.4,12.6,123,28.9,26.0,,
30.08.04,13:00:00,-200.0,9.3,-200,31.5,34.4,,
28.06.04,5:00:00,0.5,3.1,60,24.0,46.4,,
18.06.04,21:00:00,1.5,7.6,105,26.6,42.2,,
28.01.05,0:00:00,1.2,3.4,111,3.7,46.0,,
11.05.04,6:00:00,1.4,8.4,64,11.3,70.4,112.7750866,66.11278372
02.01.05,20:00:00,3.4,13.0,174,8.3,58.2,,
12.07.04,16:00:00,1.6,8.3,106,24.8,33.1,,
22.03.04,1:00:00,1.5,5.1,76,15.8,60.5,40.51824888,55.24926677
23.06.04,7:00:00,3.8,23.1,117,20.5,52.3,,
26.01.05,8:00:00,0.3,3.3,136,3.3,50.2,,
18.07.04,20:00:00,0.8,7.4,73,31.6,22.9,,
14.01.05,9:00:00,4.3,16.9,144,6.9,75.2,,
29.01.05,0:00:00,1.1,-200.0,105,-200.0,-200.0,,
28.04.04,22:00:00,1.4,8.6,96,19.6,49.8,178.74152709999998,218.5147165
26.04.04,14:00:00,1.3,5.4,77,19.7,32.5,170.00948019999998,208.14442549999998
16.03.05,10:00:00,4.3,16.0,202,15.9,42.2,,
01.01.05,21:00:00,2.3,8.1,137,6.2,59.6,,
31.10.04,18:00:00,6.6,30.3,106,21.7,66.6,,
27.02.05,19:00:00,1.6,4.9,155,6.0,42.0,,
06.10.04,5:00:00,-200.0,3.6,-200,18.3,68.5,,
28.02.05,14:00:00,1.0,2.9,110,3.7,35.0,,
30.08.04,0:00:00,-200.0,7.8,-200,24.1,55.3,,
01.03.05,13:00:00,0.8,2.6,94,3.1,31.0,,
23.03.04,15:00:00,1.9,10.1,99,14.1,49.8,81.45179379999999,108.9560558
25.12.04,14:00:00,4.0,13.2,176,12.2,61.1,,
11.03.05,10:00:00,3.0,19.3,211,11.1,38.4,,
28.11.04,16:00:00,2.7,8.6,117,13.3,63.3,,
16.01.05,18:00:00,1.2,3.4,132,8.4,40.9,,
26.03.05,19:00:00,2.2,10.9,119,19.7,51.8,,
02.05.04,5:00:00,0.6,2.6,37,14.7,65.2,37.19690534,153.2253246
30.03.04,16:00:00,1.6,6.2,81,18.1,30.6,81.09517066,101.1653952
14.12.04,15:00:00,3.3,20.6,188,16.7,47.3,,
26.05.04,21:00:00,-200.0,13.1,-200,22.8,28.4,,
17.11.04,3:00:00,0.8,1.9,-200,7.9,55.4,,
28.06.04,21:00:00,1.8,11.1,92,29.7,33.9,,
28.06.04,23:00:00,2.0,11.7,96,27.8,38.7,,
11.11.04,9:00:00,6.8,32.3,211,9.9,83.4,,
28.06.04,15:00:00,2.0,13.1,129,40.4,20.0,,
22.09.04,11:00:00,3.3,18.3,180,29.1,36.7,,
08.08.04,11:00:00,1.3,4.8,64,27.6,52.4,,
16.03.04,9:00:00,3.7,19.7,95,13.6,56.3,22.2234326,59.57446284
22.11.04,9:00:00,3.1,50.7,215,5.4,55.1,,
14.05.04,1:00:00,2.1,11.1,104,16.8,57.5,120.19664250000001,61.84310888
06.10.04,12:00:00,-200.0,16.5,-200,26.8,44.6,,
31.01.05,22:00:00,2.1,7.1,208,5.4,43.5,,
